Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
1,"Z Zhang, J He, L Zhu, K Ren","Non-intrusive Load Monitoring Algorithms for Privacy Mining in Smart Grid",2019,"Advances in Cyber Security: Principles …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-1483-4_2","https://scholar.google.com/scholar?cites=224648870028238653&as_sdt=2005&sciodt=0,5&hl=en",136,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,4,1
0,"M Mottahedi, S Asadi","Non-intrusive Load Monitoring Using Imaging Time Series and Convolutional Neural Networks",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/d77b/df88be9c6bccfcaaf6931252d7a88633b3cc.pdf","",21,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,2,
0,"KM Rao, D Ravichandran, K Mahesh","Non-intrusive Load Monitoring for household power consumption data",2016,"","researchgate.net","https://www.researchgate.net/profile/Kavi_Mahesh/publication/296467466_Non-Intrusive_Load_Monitoring_for_Household_Power_Consumption_Data/links/56d586f608ae5c281ca4396c/Non-Intrusive-Load-Monitoring-for-Household-Power-Consumption-Data.pdf","",145,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,3,4
0,"M Lu","Non-intrusive Load Monitoring in Residential Building",2019,"","search.proquest.com","http://search.proquest.com/openview/8ea6625e170cf2330a78ca00b9380226/1?pq-origsite=gscholar&cbl=18750&diss=y","",381,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,1
3,"N Pathak, D Lachut, N Roy, N Banerjee, ...","Non-intrusive air leakage detection in residential homes",2018,"Proceedings of the 19th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3154345","https://scholar.google.com/scholar?cites=15402599031677589056&as_sdt=2005&sciodt=0,5&hl=en",248,"2020-01-11 14:06:34","","","","",,,,,3,1.50,1,5,2
15,"M Jain, A Singh, V Chandan","Non-intrusive estimation and prediction of residential ac energy consumption",2016,"2016 IEEE international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7456509/","https://scholar.google.com/scholar?cites=15515823255732636138&as_sdt=2005&sciodt=0,5&hl=en",340,"2020-01-11 14:06:34","","","","",,,,,15,3.75,5,3,4
3,"KM Rao, D Ravichandran, K Mahesh","Non-intrusive load monitoring and analytics for device prediction",2016,"Proceedings of the International …","iaeng.org","http://www.iaeng.org/publication/IMECS2016/IMECS2016_pp132-136.pdf","https://scholar.google.com/scholar?cites=436391771570798937&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-01-11 14:06:34","PDF","","","",,,,,3,0.75,1,3,4
3,"B Huang, M Knox, K Bradbury, ...","Non-intrusive load monitoring system performance over a range of low frequency sampling rates",2017,"2017 IEEE 6th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8191111/","https://scholar.google.com/scholar?cites=16451557467784591282&as_sdt=2005&sciodt=0,5&hl=en",298,"2020-01-11 14:06:34","","","","",,,,,3,1.00,1,4,3
10,"C Dinesh, S Welikala, Y Liyanage, MPB Ekanayake, ...","Non-intrusive load monitoring under residential solar power influx",2017,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261917311157","https://scholar.google.com/scholar?cites=16601763471629934435&as_sdt=2005&sciodt=0,5&hl=en",110,"2020-01-11 14:06:34","","","","",,,,,10,3.33,2,5,3
17,"C Klemenjak, P Goldsborough","Non-intrusive load monitoring: A review and outlook",2016,"arXiv preprint arXiv:1610.01191","arxiv.org","https://arxiv.org/abs/1610.01191","https://scholar.google.com/scholar?cites=12081248344342949045&as_sdt=2005&sciodt=0,5&hl=en",87,"2020-01-11 14:06:34","","","","",,,,,17,4.25,9,2,4
8,"FM Wittmann, JC López, ...","Nonintrusive load monitoring algorithm using mixed-integer linear programming",2018,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8370743/","https://scholar.google.com/scholar?cites=15920705449553535927&as_sdt=2005&sciodt=0,5&hl=en",104,"2020-01-11 14:06:34","","","","",,,,,8,4.00,3,3,2
32,"J Kim, TTH Le, H Kim","Nonintrusive load monitoring based on advanced deep learning and novel signature",2017,"Computational intelligence and neuroscience","hindawi.com","https://www.hindawi.com/journals/cin/2017/4216281/abs/","https://scholar.google.com/scholar?cites=1618093301605129169&as_sdt=2005&sciodt=0,5&hl=en",271,"2020-01-11 14:06:34","","","","",,,,,32,10.67,11,3,3
0,"X Wang, Z Xu, Z Cai, T Wang","Novel Temporal Perturbation-Based Privacy-Preserving Mechanism for Smart Meters",2019,"Mobile Networks and Applications","Springer","https://link.springer.com/article/10.1007/s11036-019-01359-8","",293,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
1,"T Zhang, A Al Zishan, O Ardakanian","ODToolkit: A Toolkit for Building Occupancy Detection",2019,"Proceedings of the Tenth ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3328280","https://scholar.google.com/scholar?cites=8897198203209661358&as_sdt=2005&sciodt=0,5&hl=en",149,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,3,1
0,"HA Collectives","ORCHID",,"orchid.ac.uk","","http://www.orchid.ac.uk/wp-content/uploads/2016/04/ORCHID-Final-Report-FINAL.pdf","",168,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
28,"J Ranjan, K Whitehouse","Object hallmarks: Identifying object users using wearable wrist sensors",2015,"Proceedings of the 2015 ACM International …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2804263","https://scholar.google.com/scholar?cites=123125293977673216&as_sdt=2005&sciodt=0,5&hl=en",247,"2020-01-11 14:06:34","","","","",,,,,28,5.60,14,2,5
0,"C Klemenjak, A Faustine, S Makonin, ...","On Metrics to Assess the Transferability of Machine Learning Models in Non-Intrusive Load Monitoring",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1912.06200","",40,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
96,"B Zhao, L Stankovic, V Stankovic","On a training-less solution for non-intrusive appliance load monitoring using graph signal processing",2016,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7457610/","https://scholar.google.com/scholar?cites=11812136797798674112&as_sdt=2005&sciodt=0,5&hl=en",215,"2020-01-11 14:06:34","","","","",,,,,96,24.00,32,3,4
0,"N Kouvelas, V Balasubramanian, ...","On inferring how resources are shared in IoT ecosystems; a graph theoretic approach",2018,"2018 IEEE 4th World …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8355137/","",342,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,2
1,"NK Thokala, MG Chandra, ...","On load disaggregation using discrete events",2016,"2016 IEEE Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7796406/","https://scholar.google.com/scholar?cites=15893022921766820567&as_sdt=2005&sciodt=0,5&hl=en",193,"2020-01-11 14:06:34","","","","",,,,,1,0.25,0,3,4
0,"C Klemenjak","On performance evaluation and machine learning approaches in non-intrusive load monitoring",2018,"Energy Informatics","energyinformatics.springeropen.com","https://energyinformatics.springeropen.com/articles/10.1186/s42162-018-0051-1","",29,"2020-01-11 14:06:34","HTML","","","",,,,,0,0.00,0,1,2
10,"FB de Oliveira","On privacy-preserving protocols for smart metering systems",2015,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-40718-0.pdf","https://scholar.google.com/scholar?cites=7431447261917782779&as_sdt=2005&sciodt=0,5&hl=en",259,"2020-01-11 14:06:34","","","","",,,,,10,2.00,10,1,5
11,"KS Barsim, B Yang","On the feasibility of generic deep disaggregation for single-load extraction",2018,"arXiv preprint arXiv:1802.02139","arxiv.org","https://arxiv.org/abs/1802.02139","https://scholar.google.com/scholar?cites=5452550826890958801&as_sdt=2005&sciodt=0,5&hl=en",181,"2020-01-11 14:06:34","","","","",,,,,11,5.50,6,2,2
0,"V Breschi, D Piga, A Bemporad","Online end-use energy disaggregation via jump linear models",2019,"Control Engineering Practice","Elsevier","https://www.sciencedirect.com/science/article/pii/S0967066119300620","",138,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
3,"P Arjunan, M Srivastava, A Singh, P Singh","OpenBAN: An Open Building ANalytics Middleware for Smart Buildings",2015,"proceedings of the 12th EAI …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2902322","https://scholar.google.com/scholar?cites=2392487771067122210&as_sdt=2005&sciodt=0,5&hl=en",188,"2020-01-11 14:06:34","","","","",,,,,3,0.60,1,4,5
0,"FM Wittmann","Optimization applied to residential non-intrusive load monitoring= Otimização aplicada ao monitoramento não intrusivo de cargas elétricas residenciais",2017,"","repositorio.unicamp.br","http://repositorio.unicamp.br/handle/REPOSIP/330610","",177,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
6,"M Jain, A Singh","PACMAN: predicting AC consumption minimizing Aggregate eNergy consumption",2014,"","repository.iiitd.edu.in","https://repository.iiitd.edu.in/jspui/handle/123456789/168","https://scholar.google.com/scholar?cites=4937987544422073163&as_sdt=2005&sciodt=0,5&hl=en",157,"2020-01-11 14:06:34","","","","",,,,,6,1.00,3,2,6
1,"AUN SN, AR Lua, L Gonzalez","PEAT, how much am i burning?",2018,"… of the 9th ACM Multimedia Systems …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3204951","https://scholar.google.com/scholar?cites=15435923985874184827&as_sdt=2005&sciodt=0,5&hl=en",315,"2020-01-11 14:06:34","","","","",,,,,1,0.50,0,3,2
0,"A Nadeem, N Arshad","PRECON: Pakistan Residential Electricity Consumption Dataset",2019,"Proceedings of the Tenth ACM International …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3328317","",200,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,1
0,"RZ Rakhade, AP Thakare","Paper on A High Traffic Efficient Metering Design using Zigbee",,"","","","",146,"2020-01-11 14:06:34","CITATION","","","",,,,,0,0.00,0,2,
0,"M Gaur, S Makonin, IV Bajić, A Majumdar","Performance Evaluation of Techniques for Identifying Abnormal Energy Consumption in Buildings",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8709671/","",167,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
9,"N Czarnek, K Morton, L Collins, ...","Performance comparison framework for energy disaggregation systems",2015,"… on Smart Grid …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7436341/","https://scholar.google.com/scholar?cites=16327480520594399761&as_sdt=2005&sciodt=0,5&hl=en",310,"2020-01-11 14:06:34","","","","",,,,,9,1.80,2,4,5
18,"L Pereira, N Nunes","Performance evaluation in non‐intrusive load monitoring: Datasets, metrics, and tools—A review",2018,"Wiley Interdisciplinary Reviews: Data …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/widm.1265","https://scholar.google.com/scholar?cites=15644653694526364474&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-01-11 14:06:34","","","","",,,,,18,9.00,9,2,2
6,"S Barker, D Irwin, P Shenoy","Pervasive energy monitoring and control through low-bandwidth power line communication",2017,"IEEE Internet of Things Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7927403/","https://scholar.google.com/scholar?cites=6811453771871417984&as_sdt=2005&sciodt=0,5&hl=en",369,"2020-01-11 14:06:34","","","","",,,,,6,2.00,2,3,3
0,"RA van der Vlist","Phase estimation",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/0af4/c536100b852ac48ce3988728736d6774c1f1.pdf","",387,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
11,"J Koh, D Hong, R Gupta, K Whitehouse, ...","Plaster: An integration, benchmark, and development framework for metadata normalization methods",2018,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3276794","https://scholar.google.com/scholar?cites=12292059551162220788&as_sdt=2005&sciodt=0,5&hl=en",282,"2020-01-11 14:06:34","","","","",,,,,11,5.50,2,5,2
1,"H Rashid, P Singh","Poster: Energy disaggregation for identifying anomalous appliance",2017,"… on embedded systems for energy-efficient …","loneharoon.github.io","https://loneharoon.github.io/files/buildsys_2017_poster.pdf","https://scholar.google.com/scholar?cites=3058437164477463070&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-01-11 14:06:34","PDF","","","",,,,,1,0.33,1,2,3
0,"K Baker, K Garifi","Power Signature Obfuscation using Flexible Building Loads",,"kyrib.com","","http://www.kyrib.com/Papers/NILM2018.pdf","",278,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,2,
5,"A Ebrahim, O Mohammed","Pre-Processing of Energy Demand Disaggregation Based Data Mining Techniques for Household Load Demand Forecasting",2018,"Inventions","mdpi.com","https://www.mdpi.com/2411-5134/3/3/45","https://scholar.google.com/scholar?cites=10464902390574844968&as_sdt=2005&sciodt=0,5&hl=en",133,"2020-01-11 14:06:34","","","","",,,,,5,2.50,3,2,2
2,"E Ebeid, R Heick, RH Jacobsen","Presenting user behavior from main meter data",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7778826/","https://scholar.google.com/scholar?cites=6793983674217614959&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-01-11 14:06:34","","","","",,,,,2,0.50,1,3,4
43,"D Chen, S Kalra, D Irwin, P Shenoy, ...","Preventing occupancy detection from smart meters",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7050259/","https://scholar.google.com/scholar?cites=984411710602716439&as_sdt=2005&sciodt=0,5&hl=en",337,"2020-01-11 14:06:34","","","","",,,,,43,8.60,9,5,5
1,"P Barbosa, JL Silva, A Brito, L Silva","Privacy Preserving Techniques in Smart Metering: An Overview",,"XVI Brazilian Symposium on …","researchgate.net","https://www.researchgate.net/profile/Pedro_Barbosa22/publication/323547594_Privacy-Preserving_Techniques_in_Smart_Metering_An_Overview/links/5a9d450d0f7e9be37968af55/Privacy-Preserving-Techniques-in-Smart-Metering-An-Overview.pdf","https://scholar.google.com/scholar?cites=17311238337810856711&as_sdt=2005&sciodt=0,5&hl=en",217,"2020-01-11 14:06:34","PDF","","","",,,,,1,0.00,0,4,
2,"DGG Kalogridis, MA Mustafa","Privacy in Smart Metering Systems",2015,"… and Security (WIFS), IEEE in 7th …","researchgate.net","https://www.researchgate.net/profile/Georgios_Kalogridis/publication/285220958_Tutorial_Privacy_in_Smart_Metering_Systems/links/565c704708ae1ef92981e311.pdf","https://scholar.google.com/scholar?cites=1026960221385145072&as_sdt=2005&sciodt=0,5&hl=en",83,"2020-01-11 14:06:34","PDF","","","",,,,,2,0.40,1,2,5
11,"D Mashima, A Roy","Privacy preserving disclosure of authenticated energy usage data",2014,"2014 IEEE international conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7007757/","https://scholar.google.com/scholar?cites=3791399115488449025&as_sdt=2005&sciodt=0,5&hl=en",312,"2020-01-11 14:06:34","","","","",,,,,11,1.83,6,2,6
6,"M Alamaniotis, LH Tsoukalas, ...","Privacy-driven electricity group demand response in smart cities using particle swarm optimization",2016,"2016 IEEE 28th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7814706/","https://scholar.google.com/scholar?cites=5195131853115588842&as_sdt=2005&sciodt=0,5&hl=en",209,"2020-01-11 14:06:34","","","","",,,,,6,1.50,2,3,4
9,"A Haq, HA Jacobsen","Prospects of appliance-level load monitoring in off-the-shelf energy monitors: A technical review",2018,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/11/1/189","https://scholar.google.com/scholar?cites=10347026478032826630&as_sdt=2005&sciodt=0,5&hl=en",260,"2020-01-11 14:06:34","","","","",,,,,9,4.50,5,2,2
21,"CM Micali, RT Houlette, MS Phillips, ...","Providing notifications to a user",2015,"US Patent …","Google Patents","https://patents.google.com/patent/US9152737B1/en","https://scholar.google.com/scholar?cites=13777437902101391068&as_sdt=2005&sciodt=0,5&hl=en",352,"2020-01-11 14:06:34","","","","",,,,,21,4.20,5,4,5
3,"H Rashid, N Batra, P Singh","R imor: towards identifying anomalous appliances in buildings",2018,"Proceedings of the 5th Conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3276797","https://scholar.google.com/scholar?cites=11503051068854830111&as_sdt=2005&sciodt=0,5&hl=en",258,"2020-01-11 14:06:34","","","","",,,,,3,1.50,1,3,2
0,"BO WHITE, M ESSER","RESIDENTIAL DISAGGREGATION",,"etcc-ca.com","","https://www.etcc-ca.com/sites/default/files/reports/et13sdg1031-residential_disaggregation.pdf","",327,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,2,
0,"AA Sundhu, C Rottondi, ...","Real-time Disaggregation of Residential Energy Consumption Enhanced with User Feedback",2019,"2019 4th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8888140/","",63,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
26,"SW Makonin","Real-time embedded low-frequency load disaggregation",2014,"","summit.sfu.ca","http://summit.sfu.ca/item/14410","https://scholar.google.com/scholar?cites=3826439811100706742&as_sdt=2005&sciodt=0,5&hl=en",225,"2020-01-11 14:06:34","","","","",,,,,26,4.33,26,1,6
1,"S Ka-Chuan, JC Hershkowitz","Real-time monitoring and analysis of energy use",2015,"US Patent App. 14/056,717","Google Patents","https://patents.google.com/patent/US20150112617A1/en","https://scholar.google.com/scholar?cites=11223896618789420569&as_sdt=2005&sciodt=0,5&hl=en",307,"2020-01-11 14:06:34","","","","",,,,,1,0.20,1,2,5
14,"CN Hsu, JY Hsu, GY Lin, SC Lee","Recognizing multiple appliance operating states using circuit-level electrical information",2011,"US Patent App. 13/157,387","Google Patents","https://patents.google.com/patent/US20110307200A1/en","https://scholar.google.com/scholar?cites=7804884506630489288&as_sdt=2005&sciodt=0,5&hl=en",229,"2020-01-11 14:06:34","","","","",,,,,14,1.56,4,4,9
0,"A Majumdar, M Gupta","Recurrent transform learning",2019,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608019301911","",85,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,1
2,"HAD Azzini, OC Branquinho, ...","Rede de Sensores para Monitoramento e Gerenciamento de Cargas Residenciais com Interface para Internet",2016,"… de Automática, CBA","ssl4799.websiteseguro.com","https://ssl4799.websiteseguro.com/swge5/PROCEEDINGS/PDF/CBA2016-0510.pdf","https://scholar.google.com/scholar?cites=5840557556320245914&as_sdt=2005&sciodt=0,5&hl=en",79,"2020-01-11 14:06:34","PDF","","","",,,,,2,0.50,1,3,4
3,"H Rafiq, H Zhang, H Li, ...","Regularized LSTM Based Deep Learning Model: First Step towards Real-Time Non-Intrusive Load Monitoring",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499519/","https://scholar.google.com/scholar?cites=9617890147753061163&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-01-11 14:06:34","","","","",,,,,3,1.50,1,4,2
5,"H Do, KS Cetin","Residential building energy consumption: A review of energy data availability, characteristics, and energy performance prediction methods",2018,"Current Sustainable/Renewable Energy Reports","Springer","https://link.springer.com/article/10.1007/s40518-018-0099-3","https://scholar.google.com/scholar?cites=12103303372156053542&as_sdt=2005&sciodt=0,5&hl=en",234,"2020-01-11 14:06:34","","","","",,,,,5,2.50,3,2,2
1,"MT Tesfaye, M Nardello, ...","Residential electrical consumption disaggregation on a single low-cost meter",2017,"2017 IEEE Workshop on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8052678/","https://scholar.google.com/scholar?cites=12747730285921960034&as_sdt=2005&sciodt=0,5&hl=en",309,"2020-01-11 14:06:34","","","","",,,,,1,0.33,0,3,3
1,"H Yang","Residential energy data analysis using green button data",2014,"","pdfs.semanticscholar.org","http://pdfs.semanticscholar.org/8d47/faeb22047e3400944d2e08bc790fb75068b9.pdf","https://scholar.google.com/scholar?cites=7335678382046272985&as_sdt=2005&sciodt=0,5&hl=en",368,"2020-01-11 14:06:34","PDF","","","",,,,,1,0.17,1,1,6
6,"D Li, S Dick","Residential household non-intrusive load monitoring via graph-based multi-label semi-supervised learning",2018,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8437176/","https://scholar.google.com/scholar?cites=9389260948462973211&as_sdt=2005&sciodt=0,5&hl=en",372,"2020-01-11 14:06:34","","","","",,,,,6,3.00,3,2,2
1,"M Gupta, A Majumdar","Robust Supervised Sparse Coding for Non-Intrusive Load Monitoring",2018,"2018 International Joint Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8489131/","https://scholar.google.com/scholar?cites=6043527382764871868&as_sdt=2005&sciodt=0,5&hl=en",178,"2020-01-11 14:06:34","","","","",,,,,1,0.50,1,2,2
0,"MP Collins","Run-Time Meter With Blind Interface",2009,"US Patent App. 12/114,958","Google Patents","https://patents.google.com/patent/US20090274263A1/en","",297,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,11
0,"D Abdelaziz, C Heckmann, Ü Tepe, A Mädche","SMARTICITY–An Energy Feedback System for Household Consumers Based on Energy Disaggregation",,"researchgate.net","","https://www.researchgate.net/profile/Diaa_Abdelaziz/publication/286194256_SMARTICITY_-_An_Energy_Feedback_System_for_Household_Consumers_Based_on_Energy_Disaggregation/links/5666bc8008ae192bbf928de5/SMARTICITY-An-Energy-Feedback-System-for-Household-Consumers-Based-on-Energy-Disaggregation.pdf","",16,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,4,
7,"L Pereira, N Nunes, M Bergés","SURF and SURF-PI: a file format and API for non-intrusive load monitoring public datasets",2014,"… of the 5th international conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2602078","https://scholar.google.com/scholar?cites=3080263379547747287&as_sdt=2005&sciodt=0,5&hl=en",96,"2020-01-11 14:06:34","","","","",,,,,7,1.17,2,3,6
0,"N Batra, Y Jia, H Wang, K Whitehouse","Scalable Energy Breakdown Across Regions",,"nilmworkshop.org","","http://nilmworkshop.org/2018/proceedings/Paper_ID11.pdf","",214,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,4,
6,"C Beckel","Scalable and personalized energy efficiency services with smart meter data",2015,"","research-collection.ethz.ch","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/109968/eth-48488-02.pdf","https://scholar.google.com/scholar?cites=13963867406264553981&as_sdt=2005&sciodt=0,5&hl=en",154,"2020-01-11 14:06:34","PDF","","","",,,,,6,1.20,6,1,5
5,"L Sampaio, F Silva, A Souza, A Brito, ...","Secure and privacy-aware data dissemination for cloud-based applications",2017,"Proceedings of the10th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3147230","https://scholar.google.com/scholar?cites=7266824077342731916&as_sdt=2005&sciodt=0,5&hl=en",252,"2020-01-11 14:06:34","","","","",,,,,5,1.67,1,5,3
3,"B Völker, PM Scholl, B Becker","Semi-Automatic Generation and Labeling of Training Data for Non-intrusive Load Monitoring",2019,"Proceedings of the Tenth ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3328295","https://scholar.google.com/scholar?cites=16407575610802041125&as_sdt=2005&sciodt=0,5&hl=en",241,"2020-01-11 14:06:34","","","","",,,,,3,3.00,1,3,1
0,"M Gulati","Sensing Solutions for High Fidelity and Non Intrusive Building Energy Monitoring and Analytics",,"researchgate.net","","https://www.researchgate.net/profile/Manoj_Gulati/publication/315443329_Sensing_Solutions_for_High_Fidelity_and_Non_Intrusive_Building_Energy_Monitoring_and_Analytics/links/58cfdbde92851c5009efc310/Sensing-Solutions-for-High-Fidelity-and-Non-Intrusive-Building-Energy-Monitoring-and-Analytics.pdf","",129,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
22,"H Kuhns, M Roberts","Signal identification methods and systems",2012,"US Patent App. 13/360,474","Google Patents","https://patents.google.com/patent/US20120197560A1/en","https://scholar.google.com/scholar?cites=15447276454403395253&as_sdt=2005&sciodt=0,5&hl=en",363,"2020-01-11 14:06:34","","","","",,,,,22,2.75,11,2,8
0,"C Nalmpantis, D Vrakas","Signal2Vec: Time Series Embedding Representation",2019,"… on Engineering Applications of Neural Networks","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20257-6_7","",81,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,1
9,"M Gulati, SS Ram, A Majumdar, ...","Single point conducted EMI sensor with intelligent inference for detecting IT appliances",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7782387/","https://scholar.google.com/scholar?cites=10144877045190185337&as_sdt=2005&sciodt=0,5&hl=en",353,"2020-01-11 14:06:34","","","","",,,,,9,2.25,2,4,4
1,"HAD Azzini, JGI Cipriano, ACV da Silva, ...","Sintonia de Parâmetros de Métodos de Detecção de Eventos Baseada em Algoritmos Genéticos",2017,"Anais do …","fi.mdp.edu.ar","http://www3.fi.mdp.edu.ar/clagtee/2017/articles/22-010.pdf","https://scholar.google.com/scholar?cites=12637818692654563573&as_sdt=2005&sciodt=0,5&hl=en",73,"2020-01-11 14:06:34","PDF","","","",,,,,1,0.33,0,4,3
0,"DM Jiménez-Bravo, JM Corchado, JF De Paz, ...","Sistema de Gestión de Consumo Adaptativo para la Gestión de la Demanda en Redes Eléctricas",,"Avances en Informática …","gredos.usal.es","https://gredos.usal.es/bitstream/handle/10366/137433/actas-master.pdf?sequence=1&isAllowed=y#page=56","",137,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,4,
3,"HAD Azzini","Sistema de monitoramento de cargas residenciais usando informações on-off e modelos de consumo",2017,"","repositorio.unicamp.br","http://repositorio.unicamp.br/handle/REPOSIP/331206","https://scholar.google.com/scholar?cites=7284127738294338997&as_sdt=2005&sciodt=0,5&hl=en",194,"2020-01-11 14:06:34","","","","",,,,,3,1.00,3,1,3
6,"O Krystalakos, C Nalmpantis, D Vrakas","Sliding window approach for online energy disaggregation using artificial neural networks",2018,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3201011","https://scholar.google.com/scholar?cites=16822399518377041217&as_sdt=2005&sciodt=0,5&hl=en",78,"2020-01-11 14:06:34","","","","",,,,,6,3.00,2,3,2
14,"A Ambati, KK Korgaonkar, M Madhavan, ...","Smart Communications for Power Consumption Information",2013,"US Patent App. 13 …","Google Patents","https://patents.google.com/patent/US20130046703A1/en","https://scholar.google.com/scholar?cites=6135240980660886136&as_sdt=2005&sciodt=0,5&hl=en",243,"2020-01-11 14:06:34","","","","",,,,,14,2.00,4,4,7
3,"B Rossi, S Chren","Smart grids data analysis: A systematic mapping study",2019,"IEEE Transactions on Industrial Informatics","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8903549/","https://scholar.google.com/scholar?cites=18059484557569338672&as_sdt=2005&sciodt=0,5&hl=en",319,"2020-01-11 14:06:34","","","","",,,,,3,3.00,2,2,1
8,"WJ Li, X Tan, DHK Tsang","Smart home energy management systems based on non-intrusive load monitoring",2015,"2015 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7436413/","https://scholar.google.com/scholar?cites=10983285813657536807&as_sdt=2005&sciodt=0,5&hl=en",332,"2020-01-11 14:06:34","","","","",,,,,8,1.60,3,3,5
